,Concurso,Jogo 1,Jogo 2,Jogo 3,Jogo 4,Jogo 5,Jogo 6,Jogo 7,Jogo 8,Jogo 9,Jogo 10,Jogo 11,Jogo 12,Jogo 13,Jogo 14,Ganhadores 14 Acertos,Cidade / UF, Rateio 14 Acertos,Ganhadores 13 Acertos,Rateio 13 Acertos,Acumulado 14 Acertos,Arrecadacao Total,Estimativa Prêmio,Observação
525,526,Coluna 1,Coluna 1,Coluna do meio,Coluna 2,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,18,"GO; 
MG; 
MT; 
PE; 
RJ; 
RN; 
RS; 
SP","R$65.249,15",478,"R$302,89",Não,"R$2.521.690,00","R$320.000,00",
526,527,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna 2,Coluna 1,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna 2,0,,"R$0,00",2,"R$29.726,14",Sim,"R$1.479.229,50","R$700.000,00",
527,528,Coluna do meio,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,Coluna 1,Coluna do meio,Coluna do meio,Coluna 2,Coluna 1,Coluna 2,Coluna 1,0,,"R$0,00",3,"R$29.642,44",Sim,"R$2.212.596,00","R$1.300.000,00",
528,529,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna 2,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,61,"AM; 
BA; 
GO; 
MA; 
MG; 
MT; 
PA; 
PR; 
RJ; 
RS; 
SC; 
SP; 
TO","R$20.527,60",1407,"R$121,78",Não,"R$2.984.359,00","R$800.000,00",
529,530,Coluna 2,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna do meio,3,"BLUMENAU/SC; 
ITATIBA/SP","R$292.494,63",45,"R$2.090,37",Não,"R$2.340.461,50","R$300.000,00","A Caixa Econômica Federal comunica que o jogo 09 (Macaé/RJ x Madureira/RJ) do concurso 531 da Loteca terá seu resultado, para efeito de apuração das apostas premiadas, definido por sorteio no dia 08/10/2012, segunda-feira, excepcionalmente às 11h, no auditório da Filial da CAIXA em Brasília/DF, com participação aberta ao público."
530,531,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,54,"AL; 
AM; 
BA; 
CE; 
DF; 
GO; 
MA; 
MG; 
MS; 
MT; 
PA; 
PE; 
PI; 
PR; 
RJ; 
RS; 
SC; 
SE; 
SP","R$5.903,17",1221,"R$79,92",Não,"R$1.699.570,00","R$300.000,00",
531,532,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,6,"ARACRUZ/ES; 
SERRA/ES; 
CAMPO GRANDE/MS; 
BELÉM/PA; 
NITERÓI/RJ; 
SÃO JOSÉ DOS CAMPOS/SP","R$52.217,83",145,"R$661,45",Não,"R$1.670.438,00","R$300.000,00",
532,533,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna do meio,Coluna do meio,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,0,,"R$0,00",6,"R$11.301,62",Sim,"R$1.687.170,50","R$700.000,00",
533,534,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna do meio,Coluna 1,376,"AL; 
AM; 
BA; 
CE; 
DF; 
ES; 
GO; 
MA; 
MG; 
MS; 
MT; 
PA; 
PB; 
PE; 
PI; 
PR; 
RJ; 
RN; 
RO; 
RS; 
SC; 
SE; 
SP; 
TO","R$1.781,18",5900,"R$18,32",Não,"R$1.883.537,00","R$800.000,00",
534,535,Coluna do meio,Coluna 2,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna 2,Coluna 2,Coluna 1,0,,"R$0,00",15,"R$5.017,30",Sim,"R$1.872.526,50","R$1.100.000,00",
535,536,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,0,,"R$0,00",10,"R$9.945,49",Sim,"R$2.474.533,00","R$1.800.000,00",
536,537,Coluna do meio,Coluna 2,Coluna 2,Coluna do meio,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,0,,"R$0,00",5,"R$26.624,80",Sim,"R$3.312.251,50","R$2.500.000,00",
537,538,Coluna do meio,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna do meio,Coluna do meio,Coluna do meio,Coluna 2,Coluna 2,Coluna 2,Coluna 2,Coluna do meio,0,,"R$0,00",15,"R$10.943,43",Sim,"R$4.084.243,00","R$3.500.000,00",
538,539,Coluna 1,Coluna do meio,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,4,"ANÁPOLIS/GO; 
BELÉM/PA; 
CRICIÚMA/SC; 
CAMPINAS/SP","R$858.091,51",189,"R$1.387,63",Não,"R$4.567.738,00","R$850.000,00",
539,540,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,1,SÃO PAULO/SP,"R$875.441,26",19,"R$2.479,71",Não,"R$1.172.254,50","R$360.000,00",
540,541,Coluna 2,Coluna do meio,Coluna 2,Coluna 1,Coluna do meio,Coluna 2,Coluna 2,Coluna 2,Coluna do meio,Coluna do meio,Coluna do meio,Coluna 2,Coluna 1,Coluna do meio,0,,"R$0,00",0,"R$0,00",Sim,"R$829.414,50","R$350.000,00",
541,542,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna 2,29,"AL; 
BA; 
ES; 
GO; 
MG; 
MT; 
PA; 
PR; 
RJ; 
RS; 
SP; 
TO","R$15.280,81",847,"R$91,88",Não,"R$1.355.532,00","R$300.000,00",
542,543,Coluna do meio,Coluna do meio,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna do meio,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,0,,"R$0,00",5,"R$9.152,50",Sim,"R$1.138.615,50","R$500.000,00",
543,544,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna 2,Coluna do meio,Coluna 2,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,0,,"R$0,00",25,"R$2.689,14",Sim,"R$1.672.705,50","R$1.100.000,00",
544,545,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 2,Coluna 1,Coluna do meio,Coluna do meio,Coluna do meio,Coluna 1,Coluna 2,0,,"R$0,00",4,"R$25.531,53",Sim,"R$2.540.995,50","R$1.800.000,00",
545,546,Coluna 1,Coluna do meio,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna 2,Coluna 1,0,,"R$0,00",36,"R$2.880,88",Sim,"R$2.580.441,00","R$2.300.000,00",
546,547,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,133,"BA; 
CE; 
DF; 
ES; 
GO; 
MA; 
MG; 
MS; 
MT; 
PA; 
PB; 
PR; 
RJ; 
RO; 
RS; 
SC; 
SE; 
SP","R$19.797,56",2867,"R$95,80",Não,"R$4.784.005,00","R$250.000,00",
547,548,Coluna 2,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,1,RIO DE JANEIRO/RJ,"R$300.174,16",7,"R$9.189,00",Não,"R$1.600.418,50","R$300.000,00","A CAIXA comunica  que o jogo número 13 da LOTECA concurso 549, entre Santa Cruz/PE x Central/PE, será realizado às 20h da segunda-feira, dia 11/03/2013.  As apurações das apostas premiadas da LOTECA (549) e LOTOGOL (551) ocorrerão na terça-feira, dia 12/03/2013."
548,549,Coluna 2,Coluna 2,Coluna 2,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,3274,"AC; 
AL; 
AM; 
AP; 
BA; 
CE; 
DF; 
ES; 
GO; 
MA; 
MG; 
MS; 
MT; 
PA; 
PB; 
PE; 
PI; 
PR; 
RJ; 
RN; 
RO; 
RR; 
RS; 
SC; 
SE; 
SP; 
TO","R$134,39",35552,"R$2,65",Não,"R$1.642.187,50","R$600.000,00",
549,550,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna 1,Coluna do meio,Coluna do meio,Coluna 2,Coluna 1,1,TEIXEIRA DE FREITAS/BA,"R$887.785,67",15,"R$5.133,54",Não,"R$1.915.908,50","R$300.000,00",
550,551,Coluna do meio,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,Coluna 2,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna 2,5,"ILHÉUS/BA; 
BELÉM/PA; 
ARAPONGAS/PR; 
EMBU-GUAÇU/SP; 
SÃO PAULO/SP","R$63.054,64",217,"R$444,75",Não,"R$1.680.921,00","R$250.000,00",
551,552,Coluna 2,Coluna 2,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna 2,0,,"R$0,00",12,"R$4.182,27",Sim,"R$1.248.707,50","R$550.000,00",
552,553,Coluna 2,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna 2,Coluna 2,0,,"R$0,00",6,"R$12.091,78",Sim,"R$1.805.130,50","R$1.100.000,00",
553,554,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna do meio,Coluna do meio,Coluna 1,Coluna 2,1,RIO DE JANEIRO/RJ,"R$1.000.839,03",11,"R$8.338,87",Não,"R$2.282.268,50","R$680.000,00",
554,555,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna do meio,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna 1,7,"ILHÉUS/BA; 
CAJAZEIRAS/PB; 
CRICIÚMA/SC; 
JACINTO MACHADO/SC; 
SÃO LUDGERO/SC; 
CAMPINAS/SP; 
COMBINADO/TO","R$97.887,16",252,"R$396,23",Não,"R$1.739.088,50","R$260.000,00",
555,556,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,14,"BRUMADO/BA; 
CAMAÇARI/BA; 
ITABUNA/BA; 
COELHO NETO/MA; 
CONSELHEIRO LAFAIETE/MG; 
SÃO SEBASTIÃO DO PARAÍSO/MG; 
MARINGÁ/PR; 
DOM PEDRITO/RS; 
BALNEÁRIO CAMBORIÚ/SC; 
MATÃO/SP; 
SÃO PAULO/SP","R$18.588,10",508,"R$156,81",Não,"R$1.387.469,00","R$250.000,00",
556,557,Coluna 1,Coluna do meio,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna do meio,0,,"R$0,00",8,"R$6.248,84",Sim,"R$1.243.816,50","R$550.000,00",
557,558,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna do meio,Coluna 2,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,5,"BRASÍLIA/DF; 
MORENO/PE; 
Curitiba/PR; 
ARIQUEMES/RO; 
GUARULHOS/SP","R$101.398,22",243,"R$344,79",Não,"R$1.459.274,00","R$300.000,00",
558,559,Coluna do meio,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna do meio,Coluna do meio,Coluna 2,Coluna 2,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna 1,1,CAMPO GRANDE/MS,"R$258.948,32",16,"R$3.468,06",Não,"R$1.380.617,50","R$550.000,00",
559,560,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,154,"AL; 
AP; 
BA; 
CE; 
DF; 
ES; 
GO; 
MA; 
MG; 
MS; 
MT; 
PA; 
PB; 
PE; 
PI; 
PR; 
RJ; 
RN; 
RS; 
SC; 
SP; 
TO","R$3.846,69",3270,"R$28,32",Não,"R$1.613.350,00","R$300.000,00",
560,561,Coluna do meio,Coluna do meio,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,Coluna do meio,Coluna do meio,Coluna 2,Coluna 1,0,,"R$0,00",0,"R$0,00",Sim,"R$1.602.478,00","R$800.000,00",
561,562,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,2,"MARILÂNDIA DO SUL/PR; 
SOCORRO/SP","R$391.482,78",58,"R$1.544,33",Não,"R$2.228.619,00","R$300.000,00","Em razão de recesso nos principais campeonatos brasileiros de futebol, durante a segunda quinzena de junho, serão utilizados jogos de seleções principais e sub-20 de diversos países, sendo que os períodos de vendas das apostas para os concursos programados no período citado serão da seguinte forma:LOTECA 563/LOTOGOL 565  Apostas: de 11/06 a 15/06/2013 até as 14h  Período dos jogos: 15/06 a 23/06/2013  Apuração do resultado: 24/06/2013.LOTECA 564/LOTOGOL 566  Apostas: de 18/06 a 26/06/2013 até as 11h  Período dos jogos: 26/06 a 29/06/2013  Apuração do resultado: 01/07/2013. A programação semanal regular será retomada a partir dos concursos nº 565 e nº 567, respectivamente."
562,563,Coluna 1,Coluna 2,Coluna 1,Coluna 2,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna 2,Coluna 1,Coluna 2,4780,"AC; 
AL; 
AM; 
AP; 
BA; 
CE; 
DF; 
ES; 
GO; 
MA; 
MG; 
MS; 
MT; 
PA; 
PB; 
PE; 
PI; 
PR; 
RJ; 
RN; 
RO; 
RR; 
RS; 
SC; 
SE; 
SP; 
TO","R$117,30",62241,"R$1,93",Não,"R$2.092.631,50","R$320.000,00",
563,564,Coluna do meio,Coluna 2,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna do meio,Coluna 2,Coluna 2,Coluna 2,Coluna 1,Coluna 1,5,"MACEIÓ/AL; 
CACHOEIRA DOURADA/GO; 
CAMPO GRANDE/MS; 
NITEROI/RJ; 
SÃO PAULO/SP","R$26.331,59",102,"R$395,13",Não,"R$701.952,00","R$600.000,00",
564,565,Coluna 2,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna do meio,Coluna 2,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna 1,0,,"R$0,00",25,"R$2.717,46",Sim,"R$1.690.323,50","R$1.000.000,00",
565,566,Coluna 2,Coluna 2,Coluna 2,Coluna do meio,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,5,"CAMAÇARI/BA; 
SALVADOR/BA; 
JAÚ/SP; 
SÃO PAULO/SP","R$218.105,85",104,"R$1.302,06",Não,"R$2.358.471,50","R$300.000,00","A Caixa Econômica Federal comunica que em função da decisão da CBF pelo adiamento do jogo previsto para o dia 21/07/2013, o jogo 08 (Atlético Mineiro/MG x Ponte Preta/SP) do concurso 567 da Loteca terá seu resultado, para efeito de apuração das apostas premiadas, definido por sorteio no dia 22/07/2013, segunda-feira, às 15h, no auditório da Filial da CAIXA em Brasília/DF, localizado no SBS, Quadra 01, BL L, lote 28, subsolo, com participação aberta ao público."
566,567,Coluna 2,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna do meio,Coluna 2,Coluna do meio,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna do meio,Coluna 2,0,,"R$0,00",3,"R$21.401,48",Sim,"R$1.597.468,00","R$650.000,00",
567,568,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,20,"BA; 
ES; 
GO; 
MG; 
MS; 
PE; 
PR; 
RJ; 
RO; 
SC; 
SP","R$33.999,98",456,"R$255,35",Não,"R$2.028.040,00","R$300.000,00",
568,569,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,178,"AL; 
AM; 
BA; 
CE; 
DF; 
ES; 
GO; 
MA; 
MG; 
MS; 
MT; 
PA; 
PB; 
PE; 
PI; 
PR; 
RJ; 
RN; 
RO; 
RR; 
RS; 
SC; 
SE; 
SP; 
TO","R$1.570,89",3071,"R$27,87",Não,"R$1.490.821,50","R$600.000,00",
569,570,Coluna 2,Coluna 2,Coluna 2,Coluna 1,Coluna 1,Coluna do meio,Coluna 2,Coluna 1,Coluna do meio,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,0,,"R$0,00",1,"R$86.242,05",Sim,"R$2.145.784,50","R$1.300.000,00",
570,571,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,Coluna 2,Coluna 2,Coluna 2,Coluna 1,Coluna 1,Coluna do meio,5,"GUACUI/ES; 
GOIÂNIA/GO; 
Três Lagoas/MS; 
CRICIÚMA/SC; 
SÃO PAULO/SP","R$263.647,77",183,"R$915,71",Não,"R$2.918.626,00","R$300.000,00",
571,572,Coluna 2,Coluna do meio,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna 1,2,"CONFINS/MG; 
NOVA VENEZA/SC","R$167.716,53",111,"R$925,07",Não,"R$1.788.406,00","R$250.000,00",
572,573,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna 2,Coluna do meio,0,,"R$0,00",14,"R$4.984,91",Sim,"R$1.736.412,00","R$700.000,00",
573,574,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna do meio,Coluna 2,Coluna do meio,Coluna 1,41,"AL; 
BA; 
MA; 
MG; 
PA; 
PE; 
PR; 
RN; 
RS; 
SP","R$16.930,20",2017,"R$55,92",Não,"R$1.964.477,50","R$700.000,00",
574,575,Coluna 2,Coluna 2,Coluna 2,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna 2,2,"PATROCÍNIO/MG; 
SÃO PAULO/SP","R$435.491,21",75,"R$1.276,62",Não,"R$2.382.250,00","R$300.000,00",
575,576,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna do meio,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna 2,Coluna 1,1,MAUÁ/SP,"R$384.784,83",19,"R$4.339,68",Não,"R$2.051.531,50","R$300.000,00",
576,577,Coluna 2,Coluna do meio,Coluna 1,Coluna do meio,Coluna do meio,Coluna 2,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna 2,Coluna 2,0,,"R$0,00",1,"R$74.578,51",Sim,"R$1.855.584,50","R$800.000,00",
577,578,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna do meio,Coluna do meio,0,,"R$0,00",18,"R$5.302,40",Sim,"R$2.374.717,00","R$1.300.000,00",
578,579,Coluna 1,Coluna do meio,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,34,"AL; 
AM; 
BA; 
CE; 
ES; 
GO; 
MG; 
MT; 
PA; 
PR; 
RJ; 
SC; 
SP","R$36.242,29",820,"R$163,81",Não,"R$2.339.538,50","R$750.000,00",
579,580,Coluna do meio,Coluna 1,Coluna 2,Coluna 2,Coluna 2,Coluna do meio,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,1,BERTIOGA/SP,"R$874.189,13",30,"R$3.085,28",Não,"R$2.302.936,50","R$300.000,00",
580,581,Coluna do meio,Coluna 1,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna 2,Coluna 1,Coluna 2,1,SÃO PAULO/SP,"R$315.800,99",51,"R$1.326,90",Não,"R$1.683.735,00","R$300.000,00",
581,582,Coluna 1,Coluna 2,Coluna 1,Coluna 2,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,1,BRASÍLIA/DF,"R$269.588,88",26,"R$2.221,89",Não,"R$1.437.349,00","R$300.000,00",
582,583,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,Coluna do meio,Coluna 2,Coluna 2,Coluna 1,Coluna 1,14,"SALVADOR/BA; 
GOIÂNIA/GO; 
BELO HORIZONTE/MG; 
VITORIA DE SANTO ANTÃO/PE; 
RIO NEGRO/PR; 
RIO DE JANEIRO/RJ; 
AÇU/RN; 
CAMPO BOM/RS; 
PORTO ALEGRE/RS; 
OSASCO/SP; 
SANTA CRUZ DO RIO PARDO/SP; 
SÃO BERNARDO DO CAMPO/SP; 
SÃO PAULO/SP","R$22.346,34",422,"R$226,94",Não,"R$1.667.994,50","R$250.000,00",
583,584,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,78,"AL; 
AM; 
BA; 
CE; 
DF; 
ES; 
GO; 
MA; 
MG; 
MS; 
PA; 
PE; 
PI; 
PR; 
RJ; 
RN; 
RO; 
RS; 
SC; 
SE; 
SP","R$4.362,87",1928,"R$54,03",Não,"R$1.814.375,50","R$700.000,00",
584,585,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,Coluna 1,2,"BELO HORIZONTE/MG; 
DOURADOS/MS","R$371.575,45",51,"R$1.618,45",Não,"R$2.053.695,50","R$320.000,00",
585,586,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna 2,Coluna do meio,Coluna 1,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,1,SÃO PAULO/SP,"R$383.267,66",38,"R$2.161,28",Não,"R$2.043.442,50","R$400.000,00",
586,587,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna 1,Coluna do meio,Coluna 2,Coluna do meio,Coluna 1,Coluna 2,Coluna 2,0,,"R$0,00",2,"R$39.370,41",Sim,"R$1.959.146,50","R$750.000,00",
587,588,Coluna 2,Coluna 1,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna do meio,Coluna do meio,2,"BRASÍLIA/DF; 
CAMPINAS/SP","R$286.291,58",65,"R$966,05",Não,"R$1.093.657,00","R$200.000,00",
588,589,Coluna 2,Coluna 1,Coluna do meio,Coluna 1,Coluna do meio,Coluna 2,Coluna 1,Coluna 2,Coluna do meio,Coluna do meio,Coluna 2,Coluna 2,Coluna 1,Coluna 2,1,SÃO PAULO/SP,"R$147.059,71",19,"R$1.658,57",Não,"R$784.068,50","R$650.000,00",
589,590,Coluna 2,Coluna 1,Coluna 1,Coluna 2,Coluna 2,Coluna 2,Coluna do meio,Coluna 1,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna do meio,Coluna 1,0,,"R$0,00",18,"R$3.365,22",Sim,"R$1.507.138,50","R$1.000.000,00","As Loterias da CAIXA informam que o jogo  14 do concurso 591 da Loteca, entre Botafogo/PB x Náutico/PE, válido pela Copa do Nordeste, foi adiado para segunda-feira dia 27/01/2014, às 21 horas (horário Brasília),  devido à interdição do estádio Almeidão em João Pessoa/PB. De acordo com o regulamento da Loteca o resultado deste jogo será considerado para o concurso 591, motivo pelo qual a apuração dos concursos 591 da Loteca e 593 da Lotogol ocorrerá a partir das 9hs do dia 28/01/2014 (terça-feira) e a abertura das vendas do concurso 592 da Loteca e 594 da Lotogol, a partir das 11hs também do dia 28/01/2014."
590,591,Coluna 1,Coluna do meio,Coluna 2,Coluna do meio,Coluna do meio,Coluna do meio,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 1,Coluna 2,Coluna 1,3,"SANTO ANTÔNIO DO MONTE/MG; 
AMAMBAÍ/MS; 
SÃO PAULO/SP","R$327.587,94",54,"R$1.512,73",Não,"R$2.032.452,50","R$300.000,00",
591,592,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna do meio,Coluna 1,Coluna 2,Coluna 1,Coluna 1,Coluna 1,Coluna do meio,Coluna 2,Coluna 1,Coluna 1,5,"SENA MADUREIRA/AC; 
BELO HORIZONTE/MG; 
SÃO BERNARDO DO CAMPO/SP; 
SÃO PAULO/SP","R$52.620,75",209,"R$385,36",Não,"R$1.402.772,50","R$300.000,00",
